Sentence #,Word,POS,Tag
Sentence: 7338,Judge,NNP,B-per
Sentence: 7339,The,DT,O
Sentence: 7340,Most,JJS,O
Sentence: 7341,The,DT,O
Sentence: 7342,Judge,NNP,B-per
Sentence: 7343,He,PRP,O
Sentence: 7344,The,DT,O
Sentence: 7345,U.S.-led,JJ,O
Sentence: 7346,The,DT,O
Sentence: 7347,It,PRP,O
Sentence: 7348,Five,CD,O
Sentence: 7349,A,DT,O
Sentence: 7350,The,DT,O
Sentence: 7351,European,NNP,B-org
Sentence: 7352,Solana,NNP,B-per
Sentence: 7353,EU,NNP,B-org
Sentence: 7354,The,DT,O
Sentence: 7355,The,DT,O
Sentence: 7356,NATO,NNP,B-org
Sentence: 7357,NATO,NNP,B-org
Sentence: 7358,Iranian,JJ,B-gpe
Sentence: 7359,Security,NNP,O
Sentence: 7360,A,DT,O
Sentence: 7361,They,PRP,O
Sentence: 7362,Iranian,JJ,B-gpe
Sentence: 7363,Boroujerdi,NNP,B-per
Sentence: 7364,The,DT,O
Sentence: 7365,Iran,NNP,B-gpe
Sentence: 7366,Chinese,JJ,B-gpe
Sentence: 7367,A,DT,O
Sentence: 7368,Beijing,NNP,B-geo
Sentence: 7369,Rewards,NNS,O
Sentence: 7370,The,DT,O
Sentence: 7371,China,NNP,B-geo
Sentence: 7372,U.S.,NNP,B-geo
Sentence: 7373,The,DT,O
Sentence: 7374,Forecasters,NNS,O
Sentence: 7375,At,IN,O
Sentence: 7376,A,DT,O
Sentence: 7377,A,DT,O
Sentence: 7378,John,NNP,B-per
Sentence: 7379,Authorities,NNS,O
Sentence: 7380,The,DT,O
Sentence: 7381,Officials,NNS,O
Sentence: 7382,At,IN,O
Sentence: 7383,Tropical,JJ,O
Sentence: 7384,Heavy,JJ,O
Sentence: 7385,Authorities,NNS,O
Sentence: 7386,A,DT,O
Sentence: 7387,Human,NN,O
Sentence: 7388,She,PRP,O
Sentence: 7389,Chanet,NNP,B-per
Sentence: 7390,Cuba,NNP,B-org
Sentence: 7391,In,IN,O
Sentence: 7392,Pakistani,JJ,B-gpe
Sentence: 7393,Police,NNS,O
Sentence: 7394,They,PRP,O
Sentence: 7395,The,DT,O
Sentence: 7396,Earlier,RBR,O
Sentence: 7397,They,PRP,O
Sentence: 7398,Kuwait,NNP,B-org
Sentence: 7399,The,DT,O
Sentence: 7400,It,PRP,O
Sentence: 7401,Meanwhile,RB,O
Sentence: 7402,Wednesday,NNP,B-tim
Sentence: 7403,Russia,NNP,B-geo
Sentence: 7404,Russia,NNP,B-geo
Sentence: 7405,Writing,VBG,O
Sentence: 7406,He,PRP,O
Sentence: 7407,In,IN,O
Sentence: 7408,Russian,JJ,B-gpe
Sentence: 7409,Iraqi,JJ,B-gpe
Sentence: 7410,Authorities,NNS,O
Sentence: 7411,Witnesses,NNS,O
Sentence: 7412,Women,NNS,O
Sentence: 7413,The,DT,O
Sentence: 7414,April,NNP,B-tim
Sentence: 7415,The,DT,O
Sentence: 7416,A,DT,O
Sentence: 7417,The,DT,O
Sentence: 7418,The,DT,O
Sentence: 7419,South,JJ,O
Sentence: 7420,Pyongyang,NNP,B-geo
Sentence: 7421,The,DT,O
Sentence: 7422,The,DT,O
Sentence: 7423,The,DT,O
Sentence: 7424,The,DT,O
Sentence: 7425,Switzerland,NNP,B-per
Sentence: 7426,All,DT,O
Sentence: 7427,But,CC,O
Sentence: 7428,Canada,NNP,B-geo
Sentence: 7429,The,DT,O
Sentence: 7430,As,IN,O
Sentence: 7431,Musicians,NNS,O
Sentence: 7432,But,CC,O
Sentence: 7433,Steve,NNP,B-per
Sentence: 7434,Israeli,JJ,B-gpe
Sentence: 7435,Mr.,NNP,B-per
Sentence: 7436,He,PRP,O
Sentence: 7437,Political,JJ,O
Sentence: 7438,Kadima,NNP,B-geo
Sentence: 7439,Mr.,NNP,B-per
Sentence: 7440,The,DT,O
Sentence: 7441,A,DT,O
Sentence: 7442,His,PRP$,O
Sentence: 7443,Meanwhile,RB,O
Sentence: 7444,Also,RB,O
Sentence: 7445,Islamist,NNP,O
Sentence: 7446,An,DT,O
Sentence: 7447,On,IN,O
Sentence: 7448,Approximately,RB,O
Sentence: 7449,The,DT,O
Sentence: 7450,The,DT,O
Sentence: 7451,Authorities,NNS,O
Sentence: 7452,The,DT,O
Sentence: 7453,The,DT,O
Sentence: 7454,Four,CD,O
Sentence: 7455,The,DT,O
Sentence: 7456,The,DT,O
Sentence: 7457,Meanwhile,RB,O
Sentence: 7458,Officials,NNS,O
Sentence: 7459,A,DT,O
Sentence: 7460,Deputy,NNP,O
Sentence: 7461,Later,RB,O
Sentence: 7462,Meanwhile,RB,O
Sentence: 7463,In,IN,O
Sentence: 7464,A,DT,O
Sentence: 7465,And,CC,O
Sentence: 7466,The,DT,O
Sentence: 7467,Iraqi,JJ,B-gpe
Sentence: 7468,Officials,NNS,O
Sentence: 7469,Meanwhile,RB,O
Sentence: 7470,Iraqi,JJ,B-gpe
Sentence: 7471,Reuters,NNP,B-org
Sentence: 7472,Also,RB,O
Sentence: 7473,Iraq,NNP,B-geo
Sentence: 7474,U.N,NNP,B-org
Sentence: 7475,U.N.,NNP,B-geo
Sentence: 7476,Officials,NNS,O
Sentence: 7477,The,DT,O
Sentence: 7478,These,DT,O
Sentence: 7479,However,RB,O
Sentence: 7480,French,JJ,B-gpe
Sentence: 7481,Police,NNS,O
Sentence: 7482,Lebanese,JJ,B-gpe
Sentence: 7483,Syrian,JJ,B-gpe
Sentence: 7484,A,DT,O
Sentence: 7485,U.N.,NNP,B-org
Sentence: 7486,The,DT,O
Sentence: 7487,A,DT,O
Sentence: 7488,Also,RB,O
Sentence: 7489,In,IN,O
Sentence: 7490,Local,JJ,O
Sentence: 7491,NATO,NNP,B-org
Sentence: 7492,The,DT,O
Sentence: 7493,A,DT,O
Sentence: 7494,She,PRP,O
Sentence: 7495,At,IN,O
Sentence: 7496,A,DT,O
Sentence: 7497,Meanwhile,RB,O
Sentence: 7498,Three,CD,O
Sentence: 7499,The,DT,O
Sentence: 7500,Japan,NNP,B-geo
Sentence: 7501,The,DT,O
Sentence: 7502,The,DT,O
Sentence: 7503,About,IN,O
Sentence: 7504,Police,NNS,O
Sentence: 7505,Authorities,NNS,O
Sentence: 7506,Police,NNS,O
Sentence: 7507,Four,CD,O
Sentence: 7508,Taleban,NNP,B-org
Sentence: 7509,On,IN,O
Sentence: 7510,At,IN,O
Sentence: 7511,Taleban,NNP,B-org
Sentence: 7512,Iranian,JJ,B-gpe
Sentence: 7513,Speaking,VBG,O
Sentence: 7514,He,PRP,O
Sentence: 7515,Washington,NNP,B-geo
Sentence: 7516,Iran,NNP,B-geo
Sentence: 7517,Mr.,NNP,B-per
Sentence: 7518,The,DT,O
Sentence: 7519,Iran,NNP,B-geo
Sentence: 7520,A,DT,O
Sentence: 7521,In,IN,O
Sentence: 7522,That,DT,O
Sentence: 7523,Prince,NNP,B-org
Sentence: 7524,The,DT,O
Sentence: 7525,Reports,NNS,O
Sentence: 7526,The,DT,O
Sentence: 7527,The,DT,O
Sentence: 7528,A,DT,O
Sentence: 7529,In,IN,O
Sentence: 7530,Coalition,NN,O
Sentence: 7531,Militant,NN,O
Sentence: 7532,Russia,NNP,B-geo
Sentence: 7533,Sergei,NNP,B-per
Sentence: 7534,He,PRP,O
Sentence: 7535,Kiriyenko,NNP,B-per
Sentence: 7536,Russia,NNP,B-geo
Sentence: 7537,The,DT,O
Sentence: 7538,In,IN,O
Sentence: 7539,Officials,NNS,O
Sentence: 7540,British,JJ,B-gpe
Sentence: 7541,A,DT,O
Sentence: 7542,The,DT,O
Sentence: 7543,Prince,NNP,B-per
Sentence: 7544,After,IN,O
Sentence: 7545,U.S.,NNP,B-org
Sentence: 7546,In,IN,O
Sentence: 7547,He,PRP,O
Sentence: 7548,Mr.,NNP,B-per
Sentence: 7549,He,PRP,O
Sentence: 7550,On,IN,O
Sentence: 7551,Israeli,JJ,B-gpe
Sentence: 7552,Palestinian,JJ,B-gpe
Sentence: 7553,The,DT,O
Sentence: 7554,Palestinian,JJ,B-gpe
Sentence: 7555,Israel,NNP,B-org
Sentence: 7556,Militants,NNS,O
Sentence: 7557,Iran,NNP,B-geo
Sentence: 7558,Iran,NNP,B-geo
Sentence: 7559,Border,NN,O
Sentence: 7560,Zolfaghari,NNP,B-per
Sentence: 7561,Both,DT,O
Sentence: 7562,Earlier,RBR,O
Sentence: 7563,Afghanistan,NNP,B-org
Sentence: 7564,A,DT,O
Sentence: 7565,The,DT,O
Sentence: 7566,He,PRP,O
Sentence: 7567,The,DT,O
Sentence: 7568,A,DT,O
Sentence: 7569,He,PRP,O
Sentence: 7570,British,JJ,B-gpe
Sentence: 7571,The,DT,O
Sentence: 7572,His,PRP$,O
Sentence: 7573,Murray,NNP,B-per
Sentence: 7574,Russian,JJ,B-gpe
Sentence: 7575,Denis,NNP,B-per
Sentence: 7576,Bangladesh,NNP,B-org
Sentence: 7577,Bangladeshi,JJ,B-gpe
Sentence: 7578,They,PRP,O
Sentence: 7579,Opponents,NNS,O
Sentence: 7580,Bangladesh,NNP,B-geo
Sentence: 7581,Hundreds,NNS,O
Sentence: 7582,Sunday,NNP,B-tim
Sentence: 7583,Demonstrators,NNS,O
Sentence: 7584,The,DT,O
Sentence: 7585,However,RB,O
Sentence: 7586,The,DT,O
Sentence: 7587,On,IN,O
Sentence: 7588,President,NNP,B-per
Sentence: 7589,Mr.,NNP,B-per
Sentence: 7590,In,IN,O
Sentence: 7591,The,DT,O
Sentence: 7592,The,DT,O
Sentence: 7593,The,DT,O
Sentence: 7594,Presidents,NNS,O
Sentence: 7595,Representatives,NNS,O
Sentence: 7596,The,DT,O
Sentence: 7597,It,PRP,O
Sentence: 7598,The,DT,O
Sentence: 7599,Chile,NNP,B-geo
Sentence: 7600,The,DT,O
Sentence: 7601,The,DT,O
Sentence: 7602,Officials,NNS,O
Sentence: 7603,The,DT,O
Sentence: 7604,But,CC,O
Sentence: 7605,The,DT,O
Sentence: 7606,King,NNP,B-org
Sentence: 7607,Iraq,NNP,B-geo
Sentence: 7608,As,IN,O
Sentence: 7609,Kurdish,JJ,O
Sentence: 7610,Interim,NNP,O
Sentence: 7611,Eight,CD,O
Sentence: 7612,The,DT,O
Sentence: 7613,The,DT,O
Sentence: 7614,Israeli,JJ,B-gpe
Sentence: 7615,Israeli,JJ,B-gpe
Sentence: 7616,After,IN,O
Sentence: 7617,In,IN,O
Sentence: 7618,But,CC,O
Sentence: 7619,Meanwhile,RB,O
Sentence: 7620,Israeli,JJ,B-gpe
Sentence: 7621,The,DT,O
Sentence: 7622,Yunus,NNP,B-per
Sentence: 7623,He,PRP,O
Sentence: 7624,Mr.,NNP,B-per
Sentence: 7625,He,PRP,O
Sentence: 7626,Mr.,NNP,B-per
Sentence: 7627,Mr.,NNP,B-per
Sentence: 7628,Rescuers,NNS,O
Sentence: 7629,The,DT,O
Sentence: 7630,The,DT,O
Sentence: 7631,The,DT,O
Sentence: 7632,Some,DT,O
Sentence: 7633,The,DT,O
Sentence: 7634,The,DT,O
Sentence: 7635,Fighters,NNS,O
Sentence: 7636,In,IN,O
Sentence: 7637,Nearly,RB,O
Sentence: 7638,More,JJR,O
Sentence: 7639,The,DT,O
Sentence: 7640,The,DT,O
Sentence: 7641,Israel,NNP,B-geo
Sentence: 7642,Israel,NNP,B-geo
Sentence: 7643,Wednesday,NNP,B-tim
Sentence: 7644,Israel,NNP,B-geo
Sentence: 7645,The,DT,O
Sentence: 7646,The,DT,O
Sentence: 7647,Interior,NNP,O
Sentence: 7648,Haiti,NNP,B-geo
Sentence: 7649,This,DT,O
Sentence: 7650,The,DT,O
Sentence: 7651,Election,NN,O
Sentence: 7652,An,DT,O
Sentence: 7653,But,CC,O
Sentence: 7654,Haiti,NNP,B-geo
Sentence: 7655,Leaders,NNS,O
Sentence: 7656,Venezuelan,JJ,B-gpe
Sentence: 7657,The,DT,B-org
Sentence: 7658,CIA,NNP,B-org
Sentence: 7659,Michael,NNP,B-per
Sentence: 7660,As,IN,O
Sentence: 7661,The,DT,B-org
Sentence: 7662,The,DT,O
Sentence: 7663,The,DT,O
Sentence: 7664,A,DT,O
Sentence: 7665,There,EX,O
Sentence: 7666,U.N.,NNP,B-org
Sentence: 7667,On,IN,O
Sentence: 7668,The,DT,O
Sentence: 7669,The,DT,O
Sentence: 7670,In,IN,O
Sentence: 7671,The,DT,O
Sentence: 7672,Corruption,NN,O
Sentence: 7673,There,EX,O
Sentence: 7674,An,DT,O
Sentence: 7675,Iran,NNP,B-geo
Sentence: 7676,The,DT,O
Sentence: 7677,The,DT,O
Sentence: 7678,Several,JJ,O
Sentence: 7679,The,DT,O
Sentence: 7680,Dabous,NNP,B-per
Sentence: 7681,He,PRP,O
Sentence: 7682,Iran,NNP,B-geo
Sentence: 7683,At,IN,O
Sentence: 7684,The,DT,O
Sentence: 7685,Meanwhile,RB,O
Sentence: 7686,In,IN,O
Sentence: 7687,Mr.,NNP,B-per
Sentence: 7688,Afghanistan,NNP,B-geo
Sentence: 7689,He,PRP,O
Sentence: 7690,In,IN,O
Sentence: 7691,He,PRP,O
Sentence: 7692,Mr.,NNP,B-per
Sentence: 7693,New,JJ,O
Sentence: 7694,A,DT,O
Sentence: 7695,The,DT,O
Sentence: 7696,Government,NN,O
Sentence: 7697,The,DT,O
Sentence: 7698,The,DT,O
Sentence: 7699,The,DT,O
Sentence: 7700,The,DT,O
Sentence: 7701,Congress,NNP,B-org
Sentence: 7702,But,CC,O
Sentence: 7703,The,DT,O
Sentence: 7704,The,DT,O
Sentence: 7705,Congressional,JJ,O
Sentence: 7706,A,DT,O
Sentence: 7707,In,IN,O
Sentence: 7708,The,DT,O
Sentence: 7709,Franklin,NNP,B-per
Sentence: 7710,Iran,NNP,B-geo
Sentence: 7711,The,DT,O
Sentence: 7712,The,DT,O
Sentence: 7713,Iran,NNP,B-geo
Sentence: 7714,Tehran,NNP,B-org
Sentence: 7715,The,DT,O
Sentence: 7716,Iran,NNP,B-geo
Sentence: 7717,The,DT,O
Sentence: 7718,A,DT,O
Sentence: 7719,The,DT,O
Sentence: 7720,He,PRP,O
Sentence: 7721,The,DT,O
Sentence: 7722,He,PRP,O
Sentence: 7723,Swiss,JJ,B-gpe
Sentence: 7724,Authorities,NNS,O
Sentence: 7725,Police,NNS,O
Sentence: 7726,The,DT,O
Sentence: 7727,Reuters,NNP,B-org
Sentence: 7728,Authorities,NNS,O
Sentence: 7729,Kenya,NNP,B-per
Sentence: 7730,Martha,NNP,B-per
Sentence: 7731,Karua,NNP,B-per
Sentence: 7732,Kenya,NNP,B-per
Sentence: 7733,The,DT,O
Sentence: 7734,On,IN,O
Sentence: 7735,Murungaru,NNP,B-per
Sentence: 7736,The,DT,O
Sentence: 7737,The,DT,O
Sentence: 7738,Hamas,NNP,B-org
Sentence: 7739,Spokesmen,NNS,O
Sentence: 7740,Earlier,RB,O
Sentence: 7741,The,DT,O
Sentence: 7742,A,DT,O
Sentence: 7743,In,IN,O
Sentence: 7744,He,PRP,O
Sentence: 7745,He,PRP,O
Sentence: 7746,Cong.,NN,B-org
Sentence: 7747,President,NNP,B-per
Sentence: 7748,Mr.,NNP,B-per
Sentence: 7749,He,PRP,O
Sentence: 7750,The,DT,O
Sentence: 7751,But,CC,O
Sentence: 7752,As,IN,O
Sentence: 7753,A,DT,O
Sentence: 7754,In,IN,O
Sentence: 7755,He,PRP,O
Sentence: 7756,And,CC,O
Sentence: 7757,He,PRP,O
Sentence: 7758,Mr.,NNP,B-per
Sentence: 7759,Mr.,NNP,B-per
Sentence: 7760,The,DT,O
Sentence: 7761,Japan,NNP,B-geo
Sentence: 7762,The,DT,O
Sentence: 7763,U.S.,NNP,B-geo
Sentence: 7764,A,DT,O
Sentence: 7765,The,DT,O
Sentence: 7766,Bolshevik,NNP,O
Sentence: 7767,Much,NN,O
Sentence: 7768,Ethnic,JJ,O
Sentence: 7769,Tajikistan,NNP,B-gpe
Sentence: 7770,Tajikistan,NNP,B-gpe
Sentence: 7771,The,DT,O
Sentence: 7772,Attention,NN,O
Sentence: 7773,Tajikistan,NNP,B-gpe
Sentence: 7774,Economic,JJ,O
Sentence: 7775,The,DT,O
Sentence: 7776,There,EX,O
Sentence: 7777,Commercial,JJ,O
Sentence: 7778,Tourism,NN,O
Sentence: 7779,The,DT,O
Sentence: 7780,Oil,NN,O
Sentence: 7781,Exploration,NN,O
Sentence: 7782,In,IN,O
Sentence: 7783,Growth,NN,O
Sentence: 7784,With,IN,O
Sentence: 7785,A,DT,O
Sentence: 7786,Although,IN,O
Sentence: 7787,The,DT,O
Sentence: 7788,The,DT,O
Sentence: 7789,A,DT,O
Sentence: 7790,Venus,NNP,B-per
Sentence: 7791,While,IN,O
Sentence: 7792,The,DT,O
Sentence: 7793,Venus,NNP,B-per
Sentence: 7794,Nature,NN,O
Sentence: 7795,A,DT,O
Sentence: 7796,Soon,RB,O
Sentence: 7797,The,DT,O
Sentence: 7798,Shortly,RB,O
Sentence: 7799,He,PRP,O
Sentence: 7800,And,CC,O
Sentence: 7801,He,PRP,O
Sentence: 7802,Nothing,DT,O
Sentence: 7803,The,DT,O
Sentence: 7804,U.S.,NNP,B-geo
Sentence: 7805,State,NNP,B-org
Sentence: 7806,But,CC,O
Sentence: 7807,Sudan,NNP,B-gpe
Sentence: 7808,Fighting,VBG,O
Sentence: 7809,More,JJR,O
Sentence: 7810,Sudan,NNP,B-gpe
Sentence: 7811,World,NNP,O
Sentence: 7812,Saudi,NNP,B-per
Sentence: 7813,The,DT,O
Sentence: 7814,Analysts,NNS,O
Sentence: 7815,Crude,JJ,O
Sentence: 7816,The,DT,O
Sentence: 7817,Military,NNP,O
Sentence: 7818,The,DT,O
Sentence: 7819,The,DT,O
Sentence: 7820,Earlier,RB,O
Sentence: 7821,Authorities,NNS,O
Sentence: 7822,In,IN,O
Sentence: 7823,U.S.-led,JJ,O
Sentence: 7824,A,DT,O
Sentence: 7825,A,DT,O
Sentence: 7826,The,DT,O
Sentence: 7827,The,DT,O
Sentence: 7828,A,DT,O
Sentence: 7829,Whittington,NNP,B-per
Sentence: 7830,The,DT,O
Sentence: 7831,The,DT,O
Sentence: 7832,The,DT,O
Sentence: 7833,Earlier,RB,O
Sentence: 7834,The,DT,O
Sentence: 7835,The,DT,O
Sentence: 7836,In,IN,O
Sentence: 7837,It,PRP,O
Sentence: 7838,Palestinian,JJ,B-gpe
Sentence: 7839,An,DT,O
Sentence: 7840,Health,NNP,O
Sentence: 7841,Given,VBN,O
Sentence: 7842,Instead,RB,O
Sentence: 7843,Paige,NNP,B-per
Sentence: 7844,Thousands,NNS,O
Sentence: 7845,The,DT,O
Sentence: 7846,The,DT,O
Sentence: 7847,Direct,JJ,O
Sentence: 7848,Palestinians,NNS,B-gpe
Sentence: 7849,Palestinians,NNS,B-gpe
Sentence: 7850,Israel,NNP,B-geo
Sentence: 7851,A,DT,O
Sentence: 7852,In,IN,O
Sentence: 7853,One-third,NNP,O
Sentence: 7854,Only,RB,O
Sentence: 7855,That,DT,O
Sentence: 7856,Two,CD,O
Sentence: 7857,Senate,NNP,B-per
Sentence: 7858,Former,JJ,O
Sentence: 7859,Venezuelan,JJ,B-gpe
Sentence: 7860,Both,DT,O
Sentence: 7861,The,DT,O
Sentence: 7862,A,DT,O
Sentence: 7863,Ortega,NNP,B-per
Sentence: 7864,The,DT,O
Sentence: 7865,French,JJ,B-gpe
Sentence: 7866,The,DT,O
Sentence: 7867,Earlier,RB,O
Sentence: 7868,Members,NNS,O
Sentence: 7869,European,JJ,B-org
Sentence: 7870,Leaders,NNS,O
Sentence: 7871,Indonesian,JJ,B-gpe
Sentence: 7872,The,DT,O
Sentence: 7873,An,DT,O
Sentence: 7874,Indonesia,NNP,B-geo
Sentence: 7875,The,DT,O
Sentence: 7876,Most,JJS,O
Sentence: 7877,Typhoon,NNP,B-per
Sentence: 7878,Vietnamese,JJ,B-gpe
Sentence: 7879,Officials,NNS,O
Sentence: 7880,Hanoi,NNP,B-geo
Sentence: 7881,Before,IN,O
Sentence: 7882,China,NNP,B-geo
Sentence: 7883,Chinese,JJ,B-gpe
Sentence: 7884,Iraqi,JJ,B-gpe
Sentence: 7885,Police,NNS,O
Sentence: 7886,Officials,NNS,O
Sentence: 7887,Dozens,NNS,O
Sentence: 7888,A,DT,O
Sentence: 7889,The,DT,O
Sentence: 7890,Meanwhile,RB,O
Sentence: 7891,Mr.,NNP,B-per
Sentence: 7892,The,DT,O
Sentence: 7893,The,DT,O
Sentence: 7894,It,PRP,O
Sentence: 7895,The,DT,O
Sentence: 7896,It,PRP,O
Sentence: 7897,Federal,NNP,O
Sentence: 7898,Prosecutors,NNS,O
Sentence: 7899,He,PRP,O
Sentence: 7900,The,DT,O
Sentence: 7901,He,PRP,O
Sentence: 7902,Video,NN,O
Sentence: 7903,U.S.,NNP,B-geo
Sentence: 7904,The,DT,O
Sentence: 7905,Federal,NNP,O
Sentence: 7906,Regulations,NNS,O
Sentence: 7907,The,DT,O
Sentence: 7908,Hundreds,NNS,O
Sentence: 7909,The,DT,O
Sentence: 7910,Similar,JJ,O
Sentence: 7911,The,DT,O
Sentence: 7912,Angry,JJ,O
Sentence: 7913,Persistent,JJ,O
Sentence: 7914,Authorities,NNS,O
Sentence: 7915,The,DT,O
Sentence: 7916,They,PRP,O
Sentence: 7917,The,DT,O
Sentence: 7918,Also,RB,O
Sentence: 7919,The,DT,O
Sentence: 7920,There,EX,O
Sentence: 7921,Security,NN,O
Sentence: 7922,Monday,NNP,B-tim
Sentence: 7923,Also,RB,O
Sentence: 7924,The,DT,O
Sentence: 7925,In,IN,O
Sentence: 7926,Iraqi,JJ,B-gpe
Sentence: 7927,Another,DT,O
Sentence: 7928,A,DT,O
Sentence: 7929,Liberian,JJ,B-gpe
Sentence: 7930,Mr.,NNP,B-per
Sentence: 7931,He,PRP,O
Sentence: 7932,A,DT,O
Sentence: 7933,Election,NNP,O
Sentence: 7934,International,JJ,O
Sentence: 7935,And,CC,O
Sentence: 7936,Final,JJ,O
Sentence: 7937,Iraqi,JJ,B-gpe
Sentence: 7938,Officials,NNS,O
Sentence: 7939,Also,RB,O
Sentence: 7940,Violence,NN,O
Sentence: 7941,The,DT,O
Sentence: 7942,Czech,JJ,B-gpe
Sentence: 7943,The,DT,O
Sentence: 7944,Russia,NNP,B-geo
Sentence: 7945,Washington,NNP,B-geo
Sentence: 7946,Talks,NNS,O
Sentence: 7947,Washington,NNP,B-geo
Sentence: 7948,Russia,NNP,B-geo
Sentence: 7949,U.S.,NNP,B-org
Sentence: 7950,President,NNP,B-per
Sentence: 7951,Despite,IN,O
Sentence: 7952,The,DT,O
Sentence: 7953,The,DT,O
Sentence: 7954,The,DT,O
Sentence: 7955,Prominent,NNP,O
Sentence: 7956,Thousands,NNS,O
Sentence: 7957,Initial,JJ,O
Sentence: 7958,The,DT,O
Sentence: 7959,Hamas,NNP,B-org
Sentence: 7960,The,DT,O
Sentence: 7961,Israel,NNP,B-geo
Sentence: 7962,In,IN,O
Sentence: 7963,He,PRP,O
Sentence: 7964,A,DT,O
Sentence: 7965,Senate,NNP,B-org
Sentence: 7966,In,IN,O
Sentence: 7967,He,PRP,O
Sentence: 7968,The,DT,O
Sentence: 7969,Senator,NNP,B-per
Sentence: 7970,A,DT,O
Sentence: 7971,U.N.,NNP,B-org
Sentence: 7972,The,DT,O
Sentence: 7973,The,DT,O
Sentence: 7974,At,IN,O
Sentence: 7975,The,DT,O
Sentence: 7976,There,EX,O
Sentence: 7977,Israel,NNP,B-geo
Sentence: 7978,The,DT,O
Sentence: 7979,Hundreds,NNS,O
Sentence: 7980,Last,JJ,O
Sentence: 7981,Meanwhile,RB,O
Sentence: 7982,Egyptian,JJ,B-gpe
Sentence: 7983,Israeli,JJ,B-gpe
Sentence: 7984,Lieberman,NNP,B-per
Sentence: 7985,The,DT,O
Sentence: 7986,Lieberman,NNP,B-per
Sentence: 7987,Israel,NNP,B-geo
Sentence: 7988,Israeli,JJ,B-gpe
Sentence: 7989,Tens,NNS,O
Sentence: 7990,Similar,JJ,O
Sentence: 7991,In,IN,O
Sentence: 7992,President,NNP,B-per
Sentence: 7993,Senator,NNP,B-per
Sentence: 7994,Activists,NNS,O
Sentence: 7995,The,DT,O
Sentence: 7996,Iraqi,JJ,B-gpe
Sentence: 7997,The,DT,O
Sentence: 7998,Also,RB,O
Sentence: 7999,They,PRP,O
Sentence: 8000,The,DT,O
Sentence: 8001,Separately,RB,O
Sentence: 8002,Russia,NNP,B-geo
Sentence: 8003,The,DT,O
Sentence: 8004,European,JJ,O
Sentence: 8005,Diplomats,NNS,O
Sentence: 8006,They,PRP,O
Sentence: 8007,Iran,NNP,B-geo
Sentence: 8008,The,DT,O
Sentence: 8009,A,DT,O
Sentence: 8010,The,DT,O
Sentence: 8011,His,PRP$,O
Sentence: 8012,The,DT,O
Sentence: 8013,It,PRP,O
Sentence: 8014,An,DT,O
Sentence: 8015,Suicide,NN,O
Sentence: 8016,The,DT,O
Sentence: 8017,Iraqi,JJ,B-gpe
Sentence: 8018,A,DT,O
Sentence: 8019,Other,JJ,O
Sentence: 8020,Oil,NN,O
Sentence: 8021,Ali,NNP,B-per
Sentence: 8022,Oil,NN,O
Sentence: 8023,Prices,NNS,O
Sentence: 8024,The,DT,O
Sentence: 8025,English,JJ,B-gpe
Sentence: 8026,The,DT,O
Sentence: 8027,He,PRP,O
Sentence: 8028,On,IN,O
Sentence: 8029,The,DT,O
Sentence: 8030,President,NNP,B-per
Sentence: 8031,Mr.,NNP,B-per
Sentence: 8032,During,IN,O
Sentence: 8033,While,IN,O
Sentence: 8034,It,PRP,O
Sentence: 8035,White,NNP,B-org
Sentence: 8036,The,DT,O
Sentence: 8037,The,DT,O
Sentence: 8038,Lebanon,NNP,B-geo
Sentence: 8039,Parliament,NN,O
Sentence: 8040,Lebanon,NNP,B-geo
Sentence: 8041,The,DT,O
Sentence: 8042,The,DT,O
Sentence: 8043,But,CC,O
Sentence: 8044,The,DT,O
Sentence: 8045,Vera,NNP,B-per
Sentence: 8046,Dushevina,NNP,B-per
Sentence: 8047,The,DT,O
Sentence: 8048,Also,RB,O
Sentence: 8049,In,IN,O
Sentence: 8050,Razzano,NNP,B-per
Sentence: 8051,Tsvetana,NNP,B-per
Sentence: 8052,The,DT,B-org
Sentence: 8053,OPEC,NNP,B-org
Sentence: 8054,The,DT,O
Sentence: 8055,Analysts,NNS,O
Sentence: 8056,U.S.,NNP,B-geo
Sentence: 8057,The,DT,O
Sentence: 8058,Gandhi,NNP,B-per
Sentence: 8059,Gandhi,NNP,B-per
Sentence: 8060,By-election,NN,O
Sentence: 8061,The,DT,O
Sentence: 8062,China,NNP,B-geo
Sentence: 8063,State-controlled,JJ,O
Sentence: 8064,On,IN,O
Sentence: 8065,Mr.,NNP,B-per
Sentence: 8066,It,PRP,O
Sentence: 8067,During,IN,O
Sentence: 8068,But,CC,O
Sentence: 8069,The,DT,O
Sentence: 8070,EU,NNP,B-org
Sentence: 8071,He,PRP,O
Sentence: 8072,It,PRP,O
Sentence: 8073,Ethiopian,JJ,B-gpe
Sentence: 8074,The,DT,O
Sentence: 8075,The,DT,O
Sentence: 8076,However,RB,O
Sentence: 8077,Cancun,NNP,B-geo
Sentence: 8078,City,NNP,B-geo
Sentence: 8079,Winds,NNS,O
Sentence: 8080,Hotel,NN,O
Sentence: 8081,Meanwhile,RB,O
Sentence: 8082,Local,JJ,O
Sentence: 8083,The,DT,O
Sentence: 8084,At,IN,O
Sentence: 8085,But,CC,O
Sentence: 8086,In,IN,O
Sentence: 8087,Southern,NNP,B-geo
Sentence: 8088,Sweden,NNP,B-org
